""	"Li_2010.total.Section_1.1"	"Li_2010.total.Section_1.2"	"Li_2010.total.Section_4.1"	"Li_2010.total.Section_4.2"	"Li_2010.total.Section_9.1"	"Li_2010.total.Section_9.2"	"Li_2010.total.Section_14.1"	"Li_2010.total.Section_14.2"	"Li_2010.M.Section_14.1"	"Li_2010.M.Section_14.2"	"Li_2010.BS.Section_14.1"	"Li_2010.BS.Section_14.2"
"GRMZM5G857944"	15	22	12	42	10	4	2	13	2	0	0	6
"GRMZM5G857961"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G857986"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G857992"	98	225	47	71	83	74	55	99	56	73	27	53
"GRMZM5G857998"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858002"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858006"	42	101	3	3	3	1	0	0	1	0	0	0
"GRMZM5G858008"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858019"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858042"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858045"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858085"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858094"	1287	1981	5853	7794	3250	2859	610	1240	601	401	420	333
"GRMZM5G858108"	0	1	0	0	1	1	0	1	0	0	0	0
"GRMZM5G858126"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858128"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858135"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858165"	46	74	60	109	29	27	21	36	16	0	6	11
"GRMZM5G858184"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858186"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858197"	41	144	37	72	52	48	41	37	14	17	4	15
"GRMZM5G858208"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858232"	0	0	0	0	1	0	0	0	0	1	0	0
"GRMZM5G858234"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858249"	253	1235	114	343	116	230	9	34	23	21	7	0
"GRMZM5G858285"	0	0	1	1	0	0	0	0	0	0	0	0
"GRMZM5G858300"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858310"	34	55	53	72	77	54	24	53	39	20	29	27
"GRMZM5G858317"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858318"	1	1	0	1	1	0	0	0	0	0	0	0
"GRMZM5G858373"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858394"	1	3	0	2	0	0	0	0	0	0	0	0
"GRMZM5G858399"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858417"	5	13	2621	4226	13	13	2	18	15	13	10	12
"GRMZM5G858429"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858454"	590	1259	269	435	745	589	234	656	3	7	2	2
"GRMZM5G858456"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858462"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858471"	11	34	59	110	118	94	17	40	0	0	0	0
"GRMZM5G858512"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858514"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858524"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858556"	44	0	4	3	3	4	16	2	17	17	6	7
"GRMZM5G858561"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858593"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858599"	12	84	25	94	39	32	6	15	0	0	0	0
"GRMZM5G858606"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858609"	19	40	6	10	11	12	7	19	1	0	4	11
"GRMZM5G858610"	0	0	0	0	1	0	1	0	0	0	0	1
"GRMZM5G858617"	1	0	2	4	0	0	0	0	0	0	0	0
"GRMZM5G858622"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858653"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858659"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858687"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858698"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858703"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858730"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858738"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858753"	1	3	1	2	1	3	1	2	0	0	0	0
"GRMZM5G858754"	4	3	3	4	5	1	1	0	0	0	0	0
"GRMZM5G858784"	0	2	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858812"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858820"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858838"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858839"	80	425	382	606	115	91	8	14	10	10	0	0
"GRMZM5G858850"	0	1	0	0	0	0	1	0	0	0	0	0
"GRMZM5G858867"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858870"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858880"	48	41	77	96	62	63	28	66	1	1	0	0
"GRMZM5G858884"	1	3	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858887"	71	205	224	463	427	577	121	232	28	37	67	78
"GRMZM5G858901"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858908"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858914"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858923"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858947"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858969"	0	0	0	0	0	0	0	1	0	0	0	0
"GRMZM5G858978"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858983"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858984"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G858999"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859017"	0	2	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859026"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859028"	0	0	1	2	0	0	0	0	0	0	0	0
"GRMZM5G859049"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859053"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859060"	15	19	5	4	4	6	5	9	0	2	3	2
"GRMZM5G859061"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859074"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859099"	3	8	8	4	0	0	0	0	0	0	0	0
"GRMZM5G859107"	1	0	0	0	2	0	1	5	0	0	11	11
"GRMZM5G859126"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859127"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859130"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859148"	9	9	13	28	27	26	15	28	15	18	22	39
"GRMZM5G859176"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM5G859187"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859188"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859193"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859194"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859195"	120	231	854	1335	836	738	349	657	148	131	396	500
"GRMZM5G859220"	5	29	1	4	5	3	1	10	1	0	2	0
"GRMZM5G859225"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859248"	0	0	0	1	0	0	2	0	0	0	0	0
"GRMZM5G859255"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859257"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859267"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859271"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859272"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859282"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859291"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859300"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859301"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859315"	31	82	12	34	8	8	0	5	2	0	0	0
"GRMZM5G859316"	43	110	9	18	3	5	16	29	0	0	0	0
"GRMZM5G859317"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM5G859318"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859330"	18	43	4	21	22	18	12	29	17	1	6	10
"GRMZM5G859334"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM5G859337"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859350"	0	0	0	0	0	1	0	0	0	1	0	0
"GRMZM5G859358"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859370"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859388"	0	0	0	0	0	0	0	0	0	0	1	0
"GRMZM5G859418"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859431"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859440"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859444"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859459"	0	0	0	0	0	0	3	0	0	0	0	0
"GRMZM5G859473"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859493"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859520"	8	27	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859526"	91	440	47	82	12	24	0	7	1	2	3	0
"GRMZM5G859537"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859554"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859576"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859592"	211	221	99	138	197	200	207	250	261	281	159	185
"GRMZM5G859604"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859607"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859611"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859641"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859642"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859646"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859661"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859672"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859683"	0	0	0	1	0	0	1	0	0	2	1	7
"GRMZM5G859691"	1	0	1	0	2	0	0	1	0	0	0	0
"GRMZM5G859744"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859754"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859785"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859786"	0	0	0	0	0	0	0	0	0	0	1	0
"GRMZM5G859796"	0	2	0	0	0	1	0	0	0	0	0	0
"GRMZM5G859801"	0	3	0	0	1	3	2	7	0	0	0	0
"GRMZM5G859837"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859843"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859846"	3	5	0	1	0	0	1	0	0	0	0	0
"GRMZM5G859865"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859867"	1	2	1	8	0	1	0	0	0	0	0	0
"GRMZM5G859877"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859928"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859954"	4	9	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859957"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859960"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859971"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859973"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859980"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859983"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859986"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G859999"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860002"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860014"	15	15	20	23	4	13	2	4	0	0	0	0
"GRMZM5G860022"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860062"	3	1	0	0	0	0	0	1	0	0	0	0
"GRMZM5G860072"	2	3	0	0	1	2	0	0	0	0	0	0
"GRMZM5G860077"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860078"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860079"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860090"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860113"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860120"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860137"	79	151	56	110	86	72	38	105	33	26	34	52
"GRMZM5G860152"	39	96	61	115	139	122	46	159	4	1	8	14
"GRMZM5G860173"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860176"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860178"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860214"	2	1	0	4	2	0	4	3	0	0	0	0
"GRMZM5G860221"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860223"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860226"	32	112	155	219	387	363	153	450	305	445	94	100
"GRMZM5G860228"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860235"	0	2	0	10	3	4	0	5	0	0	0	0
"GRMZM5G860241"	0	0	11	16	0	4	0	0	0	0	0	0
"GRMZM5G860300"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860302"	12	22	10	22	19	27	19	40	10	26	27	20
"GRMZM5G860317"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860318"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860335"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860339"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860369"	2	4	2	6	1	0	3	3	0	0	3	0
"GRMZM5G860390"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860393"	0	3	0	6	0	2	0	0	0	0	0	1
"GRMZM5G860398"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860399"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860411"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860420"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860469"	6	17	23	29	20	25	1	5	1	1	11	6
"GRMZM5G860481"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860486"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860498"	54	26	15	11	4	5	1	6	0	0	0	0
"GRMZM5G860510"	69	130	0	4	1	0	0	1	0	0	0	0
"GRMZM5G860516"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860542"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860543"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860553"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860569"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860582"	4	6	5	5	4	8	10	9	16	5	8	6
"GRMZM5G860590"	20	83	43	118	56	42	29	81	1	2	3	2
"GRMZM5G860607"	0	1	1	7	50	47	54	50	0	0	5	0
"GRMZM5G860612"	25	102	5	4	5	1	1	12	0	0	0	0
"GRMZM5G860632"	13	49	9	15	11	3	4	12	9	26	13	28
"GRMZM5G860638"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860649"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860670"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860681"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860694"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860715"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860728"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860729"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860761"	192	487	50	117	8	11	2	12	17	6	11	4
"GRMZM5G860764"	1	0	2	4	0	1	0	1	2	1	1	4
"GRMZM5G860768"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860770"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860771"	0	0	0	0	2	0	0	2	0	0	0	0
"GRMZM5G860805"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860810"	537	2357	242	741	208	312	49	117	62	58	31	13
"GRMZM5G860816"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860824"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860828"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860834"	2	3	0	1	0	0	0	0	0	0	1	0
"GRMZM5G860835"	3	4	2	5	14	14	11	20	0	0	7	1
"GRMZM5G860874"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G860905"	3	5	0	1	3	1	0	0	0	0	0	0
"GRMZM5G860938"	157	217	76	112	72	60	62	105	29	25	21	24
"GRMZM5G860976"	25	76	89	128	252	208	73	172	4	4	2	2
"GRMZM5G860978"	1	1	4	6	6	2	0	4	4	1	12	11
"GRMZM5G860990"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861001"	6	11	2	4	1	2	1	5	5	0	0	6
"GRMZM5G861020"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861035"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861062"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861064"	115	318	40	60	75	72	37	87	33	28	37	45
"GRMZM5G861077"	50	93	58	68	5	10	1	3	0	0	0	0
"GRMZM5G861082"	1	8	0	6	4	10	6	5	0	0	0	0
"GRMZM5G861088"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861091"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861093"	2	1	0	1	0	1	0	0	0	0	0	0
"GRMZM5G861100"	39	60	54	79	85	81	65	150	72	47	118	182
"GRMZM5G861112"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861127"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861139"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861168"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861172"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861196"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861207"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861212"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861223"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G861230"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861256"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861268"	3	0	2	8	62	42	44	59	9	5	1	3
"GRMZM5G861269"	45	55	11	20	12	13	10	15	11	12	8	22
"GRMZM5G861291"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861292"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861300"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861307"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861353"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861357"	23	190	340	551	221	216	65	117	9	19	9	5
"GRMZM5G861379"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861402"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861420"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861422"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861442"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861446"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861448"	3	11	4	11	13	13	8	13	0	0	0	0
"GRMZM5G861451"	2230	3659	279	462	112	121	152	187	649	273	290	348
"GRMZM5G861466"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861467"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861479"	1	0	0	1	0	0	1	0	0	0	0	1
"GRMZM5G861501"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861541"	0	0	0	0	0	0	0	0	0	0	0	1
"GRMZM5G861547"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861581"	0	0	2	2	4	4	4	7	0	0	0	0
"GRMZM5G861582"	28	65	35	56	232	202	102	232	74	51	43	25
"GRMZM5G861591"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861603"	68	123	86	119	261	217	135	281	190	170	125	187
"GRMZM5G861610"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861617"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861659"	0	0	0	1	3	0	1	1	1	0	0	0
"GRMZM5G861678"	31	118	43	99	169	138	72	201	344	360	176	260
"GRMZM5G861681"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861700"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861708"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861732"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861756"	8	9	3	2	0	1	1	0	0	0	0	0
"GRMZM5G861772"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861789"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861791"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861800"	35	114	63	151	453	464	325	576	65	44	62	71
"GRMZM5G861805"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861828"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861833"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861837"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861847"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861861"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861871"	1	2	7	7	1	3	2	1	0	0	1	1
"GRMZM5G861875"	0	0	1	0	1	1	0	0	0	0	0	2
"GRMZM5G861900"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861916"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861955"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861958"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861959"	1	0	0	0	0	0	0	0	0	1	0	0
"GRMZM5G861965"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861977"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861978"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861985"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G861997"	162	268	116	152	123	99	46	122	73	36	63	72
"GRMZM5G862016"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862017"	1	2	0	1	0	0	1	1	0	0	0	0
"GRMZM5G862037"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862063"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862071"	29	15	33	48	14	4	7	8	55	37	22	34
"GRMZM5G862101"	41	88	63	83	211	220	115	206	55	74	70	99
"GRMZM5G862107"	635	1320	3677	5895	5011	4656	952	2177	569	373	286	279
"GRMZM5G862109"	69	218	130	202	148	148	45	129	23	0	47	29
"GRMZM5G862119"	1	4	3	5	2	0	1	4	0	0	0	1
"GRMZM5G862131"	195	394	186	253	368	309	178	456	236	134	211	298
"GRMZM5G862193"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862219"	80	203	82	142	176	184	78	227	110	71	182	251
"GRMZM5G862257"	1	7	1	0	0	0	0	0	0	0	0	0
"GRMZM5G862276"	0	2	0	0	1	1	0	0	0	0	0	0
"GRMZM5G862277"	0	0	0	0	0	0	0	0	12	25	0	2
"GRMZM5G862317"	55	9	37	144	60	56	9	22	2	0	0	1
"GRMZM5G862318"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862325"	42	98	61	230	17	25	4	13	0	0	0	0
"GRMZM5G862331"	521	1183	140	208	144	151	159	355	236	199	184	217
"GRMZM5G862355"	0	0	9	15	14	30	2	11	1	4	0	0
"GRMZM5G862390"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862392"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862394"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862413"	0	4	0	1	1	1	1	0	0	0	0	0
"GRMZM5G862425"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862427"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862441"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862449"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862453"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862467"	1	39	48	90	22	16	1	20	10	1	0	4
"GRMZM5G862468"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862475"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862488"	94	113	95	167	611	561	360	702	14	17	73	118
"GRMZM5G862507"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862514"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862537"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862538"	35	30	40	44	58	51	32	82	43	43	72	58
"GRMZM5G862540"	1670	4015	315	464	118	87	25	97	88	24	14	5
"GRMZM5G862545"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862554"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862565"	71	60	86	115	129	121	74	104	55	37	34	42
"GRMZM5G862568"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862594"	0	0	0	0	2	2	2	0	1	0	0	0
"GRMZM5G862602"	10	7	19	15	39	30	13	47	13	3	6	9
"GRMZM5G862605"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862623"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862633"	2	0	0	1	0	0	0	1	0	0	0	0
"GRMZM5G862641"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862643"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862663"	172	472	1005	2551	6586	6786	1981	5638	2331	2273	3150	4171
"GRMZM5G862671"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862687"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862709"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862749"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862757"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM5G862759"	17	31	12	15	3	8	7	13	23	5	7	12
"GRMZM5G862799"	1	5	53	67	11	10	10	15	4	1	3	2
